DriverCode,Grand Prix,Year,Pos,FinPos
MAN,Australia,1994,1,1
MSC,Australia,1994,2,NC
HIL,Australia,1994,3,NC
HAK,Australia,1994,4,12
BAR,Australia,1994,5,4
IRV,Australia,1994,6,NC
HER,Australia,1994,7,NC
ALE,Australia,1994,8,6
BRU,Australia,1994,9,3
FRE,Australia,1994,10,7
BER,Australia,1994,11,2
PAN,Australia,1994,12,5
BLU,Australia,1994,13,NC
ZAN,Australia,1994,14,NC
KAT,Australia,1994,15,NC
ALB,Australia,1994,16,NC
JAR,Australia,1994,17,10
MAR,Australia,1994,18,9
FIT,Australia,1994,19,8
LAG,Australia,1994,20,11
MOR,Australia,1994,21,NC
SAL,Australia,1994,22,NC
NOD,Australia,1994,23,NC
BRA,Australia,1994,24,NC
DEL,Australia,1994,25,NC
SCH,Australia,1994,26,NC
BAR,Belgium,1994,1,NC
HIL,Belgium,1994,3,1
IRV,Belgium,1994,4,13
ALE,Belgium,1994,5,NC
VER,Belgium,1994,6,3
COU,Belgium,1994,7,4
HAK,Belgium,1994,8,2
FRE,Belgium,1994,9,NC
MAR,Belgium,1994,10,8
BER,Belgium,1994,11,10
BER,Belgium,1994,11,NC
BLU,Belgium,1994,12,5
BRU,Belgium,1994,13,NC
MOR,Belgium,1994,14,6
DEC,Belgium,1994,15,NC
BER,Belgium,1994,16,10
BER,Belgium,1994,16,NC
PAN,Belgium,1994,17,7
ALB,Belgium,1994,18,9
ALL,Belgium,1994,19,NC
HER,Belgium,1994,20,12
BRA,Belgium,1994,21,NC
COM,Belgium,1994,22,NC
KAT,Belgium,1994,23,NC
FIT,Belgium,1994,24,NC
GOU,Belgium,1994,25,11
ADA,Belgium,1994,26,NC
SEN,Brazil,1994,1,13
MSC,Brazil,1994,2,1
ALE,Brazil,1994,3,3
HIL,Brazil,1994,4,2
FRE,Brazil,1994,5,NC
MOR,Brazil,1994,6,NC
WEN,Brazil,1994,7,6
HAK,Brazil,1994,8,NC
VER,Brazil,1994,9,NC
KAT,Brazil,1994,10,5
FIT,Brazil,1994,11,NC
BLU,Brazil,1994,12,NC
COM,Brazil,1994,13,9
BAR,Brazil,1994,14,4
MAR,Brazil,1994,15,8
IRV,Brazil,1994,16,NC
BER,Brazil,1994,17,NC
BER,Brazil,1994,17,NC
BER,Brazil,1994,17,NC
BRU,Brazil,1994,18,NC
PAN,Brazil,1994,19,11
BER,Brazil,1994,20,NC
BER,Brazil,1994,20,NC
BER,Brazil,1994,20,NC
HER,Brazil,1994,21,7
ALB,Brazil,1994,22,NC
BER,Brazil,1994,23,NC
BER,Brazil,1994,23,NC
BER,Brazil,1994,23,NC
LAM,Brazil,1994,24,10
GAC,Brazil,1994,25,NC
BRA,Brazil,1994,26,12
MSC,Canada,1994,1,1
ALE,Canada,1994,2,3
BER,Canada,1994,3,4
BER,Canada,1994,3,13
BER,Canada,1994,3,NC
HIL,Canada,1994,4,2
COU,Canada,1994,5,5
BAR,Canada,1994,6,7
HAK,Canada,1994,7,NC
IRV,Canada,1994,8,NC
KAT,Canada,1994,9,NC
FRE,Canada,1994,10,NC
MOR,Canada,1994,11,NC
BRU,Canada,1994,12,NC
BLU,Canada,1994,13,10
DEC,Canada,1994,14,NC
MAR,Canada,1994,15,9
HER,Canada,1994,17,8
ALB,Canada,1994,18,11
PAN,Canada,1994,19,12
JAR,Canada,1994,20,6
COM,Canada,1994,21,NC
BER,Canada,1994,22,4
BER,Canada,1994,22,13
BER,Canada,1994,22,NC
ZAN,Canada,1994,23,15
BER,Canada,1994,24,4
BER,Canada,1994,24,13
BER,Canada,1994,24,NC
BRA,Canada,1994,25,14
GAC,Canada,1994,26,NC
MSC,Europe,1994,1,1
HIL,Europe,1994,2,2
MAN,Europe,1994,3,NC
FRE,Europe,1994,4,6
BAR,Europe,1994,5,12
BER,Europe,1994,6,5
BER,Europe,1994,6,18
HER,Europe,1994,7,8
MOR,Europe,1994,8,11
HAK,Europe,1994,9,3
IRV,Europe,1994,10,4
PAN,Europe,1994,11,9
VER,Europe,1994,12,NC
KAT,Europe,1994,13,7
BLU,Europe,1994,14,13
BRU,Europe,1994,15,NC
ALE,Europe,1994,16,10
MAR,Europe,1994,17,15
DEC,Europe,1994,18,NC
FIT,Europe,1994,19,17
ALB,Europe,1994,20,14
ZAN,Europe,1994,21,16
BER,Europe,1994,22,5
BER,Europe,1994,22,18
COM,Europe,1994,23,NC
NOD,Europe,1994,24,NC
BRA,Europe,1994,25,NC
SCH,Europe,1994,26,19
HIL,France,1994,1,2
MAN,France,1994,2,NC
MSC,France,1994,3,1
ALE,France,1994,4,NC
BER,France,1994,5,3
BER,France,1994,5,NC
BER,France,1994,5,NC
IRV,France,1994,6,NC
BAR,France,1994,7,NC
VER,France,1994,8,NC
HAK,France,1994,9,NC
FRE,France,1994,10,4
DEC,France,1994,11,6
BRU,France,1994,12,NC
PAN,France,1994,13,NC
KAT,France,1994,14,NC
BER,France,1994,15,3
BER,France,1994,15,NC
BER,France,1994,15,NC
MAR,France,1994,16,5
BLU,France,1994,17,10
FIT,France,1994,18,8
HER,France,1994,19,7
COM,France,1994,20,11
ALB,France,1994,21,NC
MOR,France,1994,22,NC
ZAN,France,1994,23,NC
BRA,France,1994,24,NC
BER,France,1994,25,3
BER,France,1994,25,NC
BER,France,1994,25,NC
GOU,France,1994,26,9
BER,Germany,1994,1,1
BER,Germany,1994,1,3
BER,Germany,1994,1,7
ALE,Germany,1994,2,NC
HIL,Germany,1994,3,8
MSC,Germany,1994,4,NC
KAT,Germany,1994,5,NC
COU,Germany,1994,6,NC
BLU,Germany,1994,7,NC
HAK,Germany,1994,8,NC
FRE,Germany,1994,9,NC
IRV,Germany,1994,10,NC
BAR,Germany,1994,11,NC
PAN,Germany,1994,12,2
BRU,Germany,1994,13,NC
BER,Germany,1994,14,1
BER,Germany,1994,14,3
BER,Germany,1994,14,7
HER,Germany,1994,15,NC
MOR,Germany,1994,16,5
FIT,Germany,1994,17,4
DEC,Germany,1994,18,NC
VER,Germany,1994,19,NC
MAR,Germany,1994,20,NC
ZAN,Germany,1994,21,NC
COM,Germany,1994,22,6
ALB,Germany,1994,23,NC
BER,Germany,1994,24,1
BER,Germany,1994,24,3
BER,Germany,1994,24,7
BRA,Germany,1994,25,NC
GOU,Germany,1994,26,NC
HIL,Great Britain,1994,1,1
BER,Great Britain,1994,3,13
BER,Great Britain,1994,3,14
BER,Great Britain,1994,3,NC
ALE,Great Britain,1994,4,2
HAK,Great Britain,1994,5,3
BAR,Great Britain,1994,6,4
COU,Great Britain,1994,7,5
KAT,Great Britain,1994,8,6
BRU,Great Britain,1994,9,NC
VER,Great Britain,1994,10,8
BLU,Great Britain,1994,11,NC
IRV,Great Britain,1994,12,NC
FRE,Great Britain,1994,13,7
MAR,Great Britain,1994,14,10
PAN,Great Britain,1994,15,12
MOR,Great Britain,1994,16,NC
ALB,Great Britain,1994,17,NC
DEC,Great Britain,1994,18,NC
ZAN,Great Britain,1994,19,NC
FIT,Great Britain,1994,20,9
HER,Great Britain,1994,21,11
COM,Great Britain,1994,22,NC
BER,Great Britain,1994,23,13
BER,Great Britain,1994,23,14
BER,Great Britain,1994,23,NC
BER,Great Britain,1994,24,13
BER,Great Britain,1994,24,14
BER,Great Britain,1994,24,NC
BRA,Great Britain,1994,25,15
GOU,Great Britain,1994,26,16
MSC,Hungary,1994,1,1
HIL,Hungary,1994,2,2
COU,Hungary,1994,3,NC
BER,Hungary,1994,4,9
BER,Hungary,1994,4,10
BER,Hungary,1994,4,12
KAT,Hungary,1994,5,NC
BRU,Hungary,1994,6,4
IRV,Hungary,1994,7,NC
FRE,Hungary,1994,8,NC
PAN,Hungary,1994,9,6
BAR,Hungary,1994,10,NC
BLU,Hungary,1994,11,5
VER,Hungary,1994,12,3
ALE,Hungary,1994,13,NC
ALL,Hungary,1994,14,NC
MAR,Hungary,1994,15,NC
FIT,Hungary,1994,16,14
DEC,Hungary,1994,17,NC
BER,Hungary,1994,18,9
BER,Hungary,1994,18,10
BER,Hungary,1994,18,12
MOR,Hungary,1994,19,NC
ALB,Hungary,1994,20,7
COM,Hungary,1994,21,8
ZAN,Hungary,1994,22,13
BRA,Hungary,1994,23,11
HER,Hungary,1994,24,NC
BER,Hungary,1994,25,9
BER,Hungary,1994,25,10
BER,Hungary,1994,25,12
GOU,Hungary,1994,26,NC
ALE,Italy,1994,1,NC
BER,Italy,1994,2,2
BER,Italy,1994,2,7
HIL,Italy,1994,3,1
HER,Italy,1994,4,NC
COU,Italy,1994,5,6
PAN,Italy,1994,6,10
HAK,Italy,1994,7,3
DEC,Italy,1994,8,NC
IRV,Italy,1994,9,NC
VER,Italy,1994,10,NC
FRE,Italy,1994,11,NC
BER,Italy,1994,12,2
BER,Italy,1994,12,7
ZAN,Italy,1994,13,NC
KAT,Italy,1994,14,NC
BRU,Italy,1994,15,5
BAR,Italy,1994,16,4
MOR,Italy,1994,17,NC
MAR,Italy,1994,18,NC
FIT,Italy,1994,19,NC
JAR,Italy,1994,20,9
BLU,Italy,1994,21,NC
ALB,Italy,1994,22,NC
DAL,Italy,1994,23,NC
COM,Italy,1994,24,8
GOU,Italy,1994,25,NC
BRA,Italy,1994,26,NC
MSC,Japan,1994,1,2
HIL,Japan,1994,2,1
FRE,Japan,1994,3,6
MAN,Japan,1994,4,4
HER,Japan,1994,5,NC
IRV,Japan,1994,6,5
ALE,Japan,1994,7,3
HAK,Japan,1994,8,7
BRU,Japan,1994,9,NC
BAR,Japan,1994,10,NC
BER,Japan,1994,11,NC
MOR,Japan,1994,12,NC
BLU,Japan,1994,13,NC
KAT,Japan,1994,14,NC
JAR,Japan,1994,15,NC
MAR,Japan,1994,16,NC
ZAN,Japan,1994,17,13
FIT,Japan,1994,18,8
PAN,Japan,1994,19,11
LAG,Japan,1994,20,NC
ALB,Japan,1994,21,NC
COM,Japan,1994,22,9
NOD,Japan,1994,23,NC
BRA,Japan,1994,24,12
SAL,Japan,1994,25,10
INO,Japan,1994,26,NC
MSC,Monaco,1994,1,1
HAK,Monaco,1994,2,NC
BER,Monaco,1994,3,3
BER,Monaco,1994,3,8
BER,Monaco,1994,3,NC
HIL,Monaco,1994,4,NC
ALE,Monaco,1994,5,5
FIT,Monaco,1994,6,NC
MOR,Monaco,1994,7,NC
BRU,Monaco,1994,8,2
MAR,Monaco,1994,9,NC
BLU,Monaco,1994,10,NC
KAT,Monaco,1994,11,NC
ALB,Monaco,1994,12,6
COM,Monaco,1994,13,10
DEC,Monaco,1994,14,4
BAR,Monaco,1994,15,NC
HER,Monaco,1994,16,NC
JAR,Monaco,1994,17,7
BER,Monaco,1994,18,3
BER,Monaco,1994,18,8
BER,Monaco,1994,18,NC
LAM,Monaco,1994,19,11
PAN,Monaco,1994,20,9
BER,Monaco,1994,21,3
BER,Monaco,1994,21,8
BER,Monaco,1994,21,NC
BRA,Monaco,1994,22,NC
GAC,Monaco,1994,23,NC
BEL,Monaco,1994,24,NC
SEN,Pacific,1994,1,NC
MSC,Pacific,1994,2,1
HIL,Pacific,1994,3,NC
HAK,Pacific,1994,4,NC
BER,Pacific,1994,5,2
BER,Pacific,1994,5,10
BER,Pacific,1994,5,NC
BRU,Pacific,1994,6,NC
LAR,Pacific,1994,7,NC
BAR,Pacific,1994,8,3
FIT,Pacific,1994,9,4
VER,Pacific,1994,10,NC
FRE,Pacific,1994,11,5
BLU,Pacific,1994,12,NC
MOR,Pacific,1994,13,NC
KAT,Pacific,1994,14,NC
ALB,Pacific,1994,15,NC
COM,Pacific,1994,16,6
MAR,Pacific,1994,17,NC
BER,Pacific,1994,18,2
BER,Pacific,1994,18,10
BER,Pacific,1994,18,NC
WEN,Pacific,1994,19,NC
SUZ,Pacific,1994,20,NC
BER,Pacific,1994,21,2
BER,Pacific,1994,21,10
BER,Pacific,1994,21,NC
PAN,Pacific,1994,22,9
HER,Pacific,1994,23,7
LAM,Pacific,1994,24,8
BRA,Pacific,1994,25,NC
RAT,Pacific,1994,26,11
BER,Portugal,1994,1,10
BER,Portugal,1994,1,NC
HIL,Portugal,1994,2,1
COU,Portugal,1994,3,2
HAK,Portugal,1994,4,3
ALE,Portugal,1994,5,NC
KAT,Portugal,1994,6,NC
BRU,Portugal,1994,7,6
BAR,Portugal,1994,8,4
FRE,Portugal,1994,9,NC
VER,Portugal,1994,10,5
FIT,Portugal,1994,11,8
BLU,Portugal,1994,12,NC
IRV,Portugal,1994,13,7
JAR,Portugal,1994,14,NC
MOR,Portugal,1994,16,9
DEC,Portugal,1994,17,NC
MAR,Portugal,1994,18,12
ALB,Portugal,1994,19,13
HER,Portugal,1994,20,11
BER,Portugal,1994,21,10
BER,Portugal,1994,21,NC
COM,Portugal,1994,22,NC
DAL,Portugal,1994,23,14
BRA,Portugal,1994,24,NC
ADA,Portugal,1994,25,16
GOU,Portugal,1994,26,15
SEN,San Marino,1994,1,NC
MSC,San Marino,1994,2,1
BER,San Marino,1994,3,12
BER,San Marino,1994,3,NC
BER,San Marino,1994,3,NC
HIL,San Marino,1994,4,6
LAR,San Marino,1994,6,2
FRE,San Marino,1994,7,7
HAK,San Marino,1994,8,3
KAT,San Marino,1994,9,5
WEN,San Marino,1994,10,4
MOR,San Marino,1994,11,NC
BLU,San Marino,1994,12,9
BRU,San Marino,1994,13,8
MAR,San Marino,1994,14,NC
ALB,San Marino,1994,15,NC
FIT,San Marino,1994,16,13
BER,San Marino,1994,17,12
BER,San Marino,1994,17,NC
BER,San Marino,1994,17,NC
COM,San Marino,1994,18,NC
PAN,San Marino,1994,19,11
HER,San Marino,1994,20,10
DEC,San Marino,1994,21,NC
BER,San Marino,1994,23,12
BER,San Marino,1994,23,NC
BER,San Marino,1994,23,NC
BRA,San Marino,1994,24,NC
GAC,San Marino,1994,25,NC
MSC,Spain,1994,1,2
HIL,Spain,1994,2,1
HAK,Spain,1994,3,NC
JAR,Spain,1994,4,NC
BAR,Spain,1994,5,NC
ALE,Spain,1994,6,4
BER,Spain,1994,7,8
BER,Spain,1994,7,NC
BER,Spain,1994,7,NC
BRU,Spain,1994,8,11
COU,Spain,1994,9,NC
KAT,Spain,1994,10,NC
BLU,Spain,1994,11,3
FRE,Spain,1994,12,NC
IRV,Spain,1994,13,6
ALB,Spain,1994,14,NC
MOR,Spain,1994,15,NC
COM,Spain,1994,16,NC
BER,Spain,1994,17,8
BER,Spain,1994,17,NC
BER,Spain,1994,17,NC
MAR,Spain,1994,18,5
PAN,Spain,1994,19,7
BER,Spain,1994,20,8
BER,Spain,1994,20,NC
BER,Spain,1994,20,NC
FIT,Spain,1994,21,NC
HER,Spain,1994,22,NC
ZAN,Spain,1994,23,9
BRA,Spain,1994,24,10
GAC,Spain,1994,25,NC
BEL,Spain,1994,26,NC
COU,Argentina,1995,1,NC
HIL,Argentina,1995,2,1
MSC,Argentina,1995,3,3
IRV,Argentina,1995,4,NC
ALE,Argentina,1995,6,2
SAL,Argentina,1995,7,NC
BER,Argentina,1995,8,6
FRE,Argentina,1995,9,5
BAR,Argentina,1995,10,NC
HER,Argentina,1995,11,4
MOR,Argentina,1995,12,NC
MOR,Argentina,1995,12,NC
VER,Argentina,1995,14,NC
KAT,Argentina,1995,15,8
MAR,Argentina,1995,16,NC
BLU,Argentina,1995,17,NC
PAN,Argentina,1995,18,7
SUZ,Argentina,1995,19,NC
SCH,Argentina,1995,20,9
MON,Argentina,1995,22,NC
MOR,Argentina,1995,24,NC
MOR,Argentina,1995,24,NC
DIN,Argentina,1995,25,NC
INO,Argentina,1995,26,NC
HIL,Australia,1995,1,1
COU,Australia,1995,2,NC
MSC,Australia,1995,3,NC
BER,Australia,1995,4,NC
ALE,Australia,1995,5,NC
FRE,Australia,1995,6,NC
BAR,Australia,1995,7,NC
HER,Australia,1995,8,NC
IRV,Australia,1995,9,NC
BLU,Australia,1995,10,4
BRU,Australia,1995,11,NC
PAN,Australia,1995,12,2
MOR,Australia,1995,13,3
MOR,Australia,1995,13,NC
SAL,Australia,1995,14,5
BAD,Australia,1995,15,NC
KAT,Australia,1995,16,NC
LAM,Australia,1995,17,6
WEN,Australia,1995,18,NC
INO,Australia,1995,19,NC
MOR,Australia,1995,20,3
MOR,Australia,1995,20,NC
DIN,Australia,1995,21,7
MON,Australia,1995,22,NC
GAC,Australia,1995,23,8
BER,Belgium,1995,1,NC
ALE,Belgium,1995,2,NC
HAK,Belgium,1995,3,NC
HER,Belgium,1995,4,7
COU,Belgium,1995,5,NC
BLU,Belgium,1995,6,5
IRV,Belgium,1995,7,NC
HIL,Belgium,1995,8,2
PAN,Belgium,1995,9,9
FRE,Belgium,1995,10,4
SAL,Belgium,1995,11,8
BAR,Belgium,1995,12,6
BRU,Belgium,1995,13,3
BOU,Belgium,1995,14,11
KAT,Belgium,1995,15,NC
MSC,Belgium,1995,16,1
LAM,Belgium,1995,17,10
INO,Belgium,1995,18,12
BAD,Belgium,1995,19,NC
PAP,Belgium,1995,20,NC
MON,Belgium,1995,21,NC
MOR,Belgium,1995,22,14
LAV,Belgium,1995,23,NC
DIN,Belgium,1995,24,13
HIL,Brazil,1995,1,NC
MSC,Brazil,1995,2,1
COU,Brazil,1995,3,2
HER,Brazil,1995,4,NC
BER,Brazil,1995,5,3
ALE,Brazil,1995,6,5
HAK,Brazil,1995,7,4
IRV,Brazil,1995,8,NC
BLU,Brazil,1995,9,6
PAN,Brazil,1995,10,NC
KAT,Brazil,1995,11,NC
SAL,Brazil,1995,12,7
MOR,Brazil,1995,13,NC
MOR,Brazil,1995,13,NC
FRE,Brazil,1995,14,NC
SUZ,Brazil,1995,15,8
BAR,Brazil,1995,16,NC
MAR,Brazil,1995,17,NC
BAD,Brazil,1995,18,NC
WEN,Brazil,1995,19,NC
GAC,Brazil,1995,20,NC
INO,Brazil,1995,21,NC
MON,Brazil,1995,22,9
MOR,Brazil,1995,23,NC
MOR,Brazil,1995,23,NC
VER,Brazil,1995,24,NC
DIN,Brazil,1995,25,10
SCH,Brazil,1995,26,NC
MSC,Canada,1995,1,5
HIL,Canada,1995,2,NC
COU,Canada,1995,3,NC
BER,Canada,1995,4,NC
ALE,Canada,1995,5,1
HER,Canada,1995,6,NC
HAK,Canada,1995,7,NC
IRV,Canada,1995,8,3
BAR,Canada,1995,9,2
BLU,Canada,1995,10,NC
PAN,Canada,1995,11,4
FRE,Canada,1995,12,NC
MOR,Canada,1995,13,6
MOR,Canada,1995,13,NC
BRU,Canada,1995,14,NC
SAL,Canada,1995,15,8
KAT,Canada,1995,16,NC
MAR,Canada,1995,17,NC
BOU,Canada,1995,18,NC
BAD,Canada,1995,19,7
GAC,Canada,1995,20,NC
MON,Canada,1995,21,NC
INO,Canada,1995,22,9
MOR,Canada,1995,23,6
MOR,Canada,1995,23,NC
DIN,Canada,1995,24,NC
COU,Europe,1995,1,3
HIL,Europe,1995,2,NC
MSC,Europe,1995,3,1
BER,Europe,1995,4,NC
IRV,Europe,1995,5,6
ALE,Europe,1995,6,2
HER,Europe,1995,7,5
FRE,Europe,1995,8,NC
HAK,Europe,1995,9,8
BLU,Europe,1995,10,NC
BAR,Europe,1995,11,4
BRU,Europe,1995,12,7
BOU,Europe,1995,13,NC
PAN,Europe,1995,14,NC
SAL,Europe,1995,15,10
LAM,Europe,1995,16,9
PAP,Europe,1995,17,12
BAD,Europe,1995,18,11
TAR,Europe,1995,19,14
MON,Europe,1995,20,NC
INO,Europe,1995,21,NC
DIN,Europe,1995,22,13
MOR,Europe,1995,23,NC
DEL,Europe,1995,24,15
HIL,France,1995,1,2
MSC,France,1995,2,1
COU,France,1995,3,3
ALE,France,1995,4,5
BAR,France,1995,5,6
PAN,France,1995,6,8
BER,France,1995,7,12
HAK,France,1995,8,7
BRU,France,1995,9,4
HER,France,1995,10,NC
IRV,France,1995,11,9
FRE,France,1995,12,10
BLU,France,1995,13,11
SAL,France,1995,14,15
BOU,France,1995,15,NC
MOR,France,1995,16,14
MOR,France,1995,16,16
BAD,France,1995,17,13
INO,France,1995,18,NC
KAT,France,1995,19,NC
MAR,France,1995,20,NC
MON,France,1995,21,NC
GAC,France,1995,22,NC
DIN,France,1995,23,NC
MOR,France,1995,24,14
MOR,France,1995,24,16
HIL,Germany,1995,1,NC
MSC,Germany,1995,2,1
COU,Germany,1995,3,2
BER,Germany,1995,4,3
BAR,Germany,1995,5,NC
IRV,Germany,1995,6,9
HAK,Germany,1995,7,NC
BLU,Germany,1995,8,NC
HER,Germany,1995,9,4
ALE,Germany,1995,10,NC
FRE,Germany,1995,11,NC
PAN,Germany,1995,12,NC
SAL,Germany,1995,13,NC
BOU,Germany,1995,14,5
PAP,Germany,1995,15,NC
BAD,Germany,1995,16,NC
KAT,Germany,1995,17,7
SUZ,Germany,1995,18,6
INO,Germany,1995,19,NC
MAR,Germany,1995,20,NC
DIN,Germany,1995,21,NC
MOR,Germany,1995,22,NC
MON,Germany,1995,23,8
LAV,Germany,1995,24,NC
HIL,Great Britain,1995,1,NC
MSC,Great Britain,1995,2,NC
COU,Great Britain,1995,3,3
BER,Great Britain,1995,4,NC
HER,Great Britain,1995,5,1
ALE,Great Britain,1995,6,2
IRV,Great Britain,1995,7,NC
HAK,Great Britain,1995,8,NC
BAR,Great Britain,1995,9,11
BLU,Great Britain,1995,10,5
BRU,Great Britain,1995,11,NC
FRE,Great Britain,1995,12,6
PAN,Great Britain,1995,13,4
KAT,Great Britain,1995,14,NC
MAR,Great Britain,1995,15,7
BOU,Great Britain,1995,16,9
PAP,Great Britain,1995,17,NC
BAD,Great Britain,1995,18,10
INO,Great Britain,1995,19,NC
DIN,Great Britain,1995,20,NC
GAC,Great Britain,1995,21,12
MOR,Great Britain,1995,22,NC
SAL,Great Britain,1995,23,8
MON,Great Britain,1995,24,NC
HIL,Hungary,1995,1,1
COU,Hungary,1995,2,2
MSC,Hungary,1995,3,11
BER,Hungary,1995,4,3
HAK,Hungary,1995,5,NC
ALE,Hungary,1995,6,NC
IRV,Hungary,1995,7,13
BRU,Hungary,1995,8,NC
HER,Hungary,1995,9,4
PAN,Hungary,1995,10,6
FRE,Hungary,1995,11,5
BAD,Hungary,1995,12,8
BLU,Hungary,1995,13,NC
BAR,Hungary,1995,14,7
LAM,Hungary,1995,15,9
SAL,Hungary,1995,16,NC
KAT,Hungary,1995,17,NC
INO,Hungary,1995,18,NC
BOU,Hungary,1995,19,10
PAP,Hungary,1995,20,NC
MOR,Hungary,1995,21,NC
MON,Hungary,1995,22,12
DIN,Hungary,1995,23,NC
LAV,Hungary,1995,24,NC
COU,Italy,1995,1,NC
MSC,Italy,1995,2,NC
BER,Italy,1995,3,NC
HIL,Italy,1995,4,NC
ALE,Italy,1995,5,NC
BAR,Italy,1995,6,NC
HAK,Italy,1995,7,2
HER,Italy,1995,8,1
BLU,Italy,1995,9,4
FRE,Italy,1995,10,3
BRU,Italy,1995,11,NC
IRV,Italy,1995,12,NC
PAN,Italy,1995,13,NC
BOU,Italy,1995,14,6
PAP,Italy,1995,15,7
SAL,Italy,1995,16,5
KAT,Italy,1995,17,10
BAD,Italy,1995,18,NC
LAM,Italy,1995,19,NC
INO,Italy,1995,20,8
DIN,Italy,1995,23,9
LAV,Italy,1995,24,NC
MSC,Japan,1995,1,1
ALE,Japan,1995,2,NC
HAK,Japan,1995,3,2
HIL,Japan,1995,4,NC
BER,Japan,1995,5,NC
COU,Japan,1995,6,NC
IRV,Japan,1995,7,4
FRE,Japan,1995,8,8
HER,Japan,1995,9,3
BAR,Japan,1995,10,NC
PAN,Japan,1995,11,5
SAL,Japan,1995,12,6
KAT,Japan,1995,13,NC
MOR,Japan,1995,14,NC
MOR,Japan,1995,14,NC
WEN,Japan,1995,15,10
LAM,Japan,1995,16,11
BAD,Japan,1995,17,9
INO,Japan,1995,18,12
MON,Japan,1995,19,NC
DIN,Japan,1995,20,NC
MOR,Japan,1995,21,NC
MOR,Japan,1995,21,NC
GAC,Japan,1995,22,NC
BLU,Japan,1995,23,7
HIL,Monaco,1995,1,2
MSC,Monaco,1995,2,1
COU,Monaco,1995,3,NC
BER,Monaco,1995,4,3
ALE,Monaco,1995,5,NC
HAK,Monaco,1995,6,NC
HER,Monaco,1995,7,4
BRU,Monaco,1995,8,NC
IRV,Monaco,1995,9,NC
BLU,Monaco,1995,10,5
BAR,Monaco,1995,11,NC
PAN,Monaco,1995,12,NC
MOR,Monaco,1995,13,9
MOR,Monaco,1995,13,NC
FRE,Monaco,1995,14,6
KAT,Monaco,1995,15,NC
BAD,Monaco,1995,16,NC
SAL,Monaco,1995,17,NC
MAR,Monaco,1995,18,7
BOU,Monaco,1995,19,8
SCH,Monaco,1995,20,NC
GAC,Monaco,1995,21,NC
DIN,Monaco,1995,22,10
VER,Monaco,1995,23,NC
MOR,Monaco,1995,24,9
MOR,Monaco,1995,24,NC
MON,Monaco,1995,25,DQ
INO,Monaco,1995,26,NC
COU,Pacific,1995,1,2
HIL,Pacific,1995,2,3
MSC,Pacific,1995,3,1
ALE,Pacific,1995,4,5
BER,Pacific,1995,5,4
IRV,Pacific,1995,6,11
HER,Pacific,1995,7,6
FRE,Pacific,1995,8,7
PAN,Pacific,1995,9,8
BLU,Pacific,1995,10,9
BAR,Pacific,1995,11,NC
MAG,Pacific,1995,12,10
SUZ,Pacific,1995,13,NC
LAM,Pacific,1995,14,13
BOU,Pacific,1995,15,NC
BAD,Pacific,1995,16,15
KAT,Pacific,1995,17,14
SAL,Pacific,1995,18,12
MOR,Pacific,1995,19,16
MOR,Pacific,1995,19,NC
INO,Pacific,1995,20,NC
DIN,Pacific,1995,21,17
MOR,Pacific,1995,22,16
MOR,Pacific,1995,22,NC
MON,Pacific,1995,23,NC
GAC,Pacific,1995,24,NC
COU,Portugal,1995,1,1
HIL,Portugal,1995,2,3
MSC,Portugal,1995,3,2
BER,Portugal,1995,4,4
FRE,Portugal,1995,5,6
HER,Portugal,1995,6,7
ALE,Portugal,1995,7,5
BAR,Portugal,1995,8,11
BRU,Portugal,1995,9,8
IRV,Portugal,1995,10,10
PAN,Portugal,1995,11,NC
BLU,Portugal,1995,12,9
HAK,Portugal,1995,13,NC
BOU,Portugal,1995,14,12
SAL,Portugal,1995,15,13
LAM,Portugal,1995,17,NC
BAD,Portugal,1995,18,14
INO,Portugal,1995,19,15
MON,Portugal,1995,21,NC
DIN,Portugal,1995,22,16
MOR,Portugal,1995,23,17
DEL,Portugal,1995,24,NC
MSC,San Marino,1995,1,NC
BER,San Marino,1995,2,3
COU,San Marino,1995,3,4
HIL,San Marino,1995,4,1
ALE,San Marino,1995,5,2
HAK,San Marino,1995,6,5
IRV,San Marino,1995,7,8
HER,San Marino,1995,8,7
MAN,San Marino,1995,9,10
BAR,San Marino,1995,10,NC
MOR,San Marino,1995,11,13
MOR,San Marino,1995,11,16
PAN,San Marino,1995,12,9
SAL,San Marino,1995,13,NC
FRE,San Marino,1995,14,6
KAT,San Marino,1995,15,NC
SUZ,San Marino,1995,16,11
VER,San Marino,1995,17,NC
MAR,San Marino,1995,18,12
INO,San Marino,1995,19,NC
BAD,San Marino,1995,20,14
WEN,San Marino,1995,21,NC
GAC,San Marino,1995,22,NC
SCH,San Marino,1995,23,NC
MON,San Marino,1995,24,NC
MOR,San Marino,1995,25,13
MOR,San Marino,1995,25,16
DIN,San Marino,1995,26,15
MSC,Spain,1995,1,1
ALE,Spain,1995,2,NC
BER,Spain,1995,3,3
COU,Spain,1995,4,NC
HIL,Spain,1995,5,4
IRV,Spain,1995,6,5
HER,Spain,1995,7,2
BAR,Spain,1995,8,7
HAK,Spain,1995,9,NC
MAN,Spain,1995,10,NC
BRU,Spain,1995,11,9
FRE,Spain,1995,12,8
SAL,Spain,1995,13,10
MOR,Spain,1995,14,11
MOR,Spain,1995,14,NC
PAN,Spain,1995,15,6
